quality,subsample,stdHuffmanTables,oldSize,newSize,time
1,4:4:4,True,786486,9118,0.6902010440826416
1,4:4:4,True,786486,8805,0.6302790641784668
1,4:4:4,True,786486,8275,0.6243960857391357
1,4:4:4,True,786486,8724,0.6405727863311768
1,4:4:4,True,786486,8988,0.6345560550689697
1,4:4:4,True,786486,9029,0.633826732635498
1,4:4:4,True,786486,8000,0.6164777278900146
1,4:4:4,True,786486,7927,0.6157729625701904
1,4:4:4,True,786486,9781,0.6520886421203613
1,4:4:4,True,786486,10067,0.6544110774993896
1,4:4:4,True,786486,9216,0.6387608051300049
1,4:4:4,True,786486,9654,0.6468591690063477
1,4:4:4,True,786486,8308,0.6237101554870605
1,4:4:4,True,786486,8200,0.6197688579559326
1,4:4:4,True,786486,8515,0.6253759860992432
1,4:4:4,True,786486,9092,0.6375751495361328
1,4:4:4,True,786486,9701,0.6456677913665771
1,4:4:4,True,786486,8578,0.6263699531555176
1,4:4:4,True,786486,10403,0.6595683097839355
1,4:4:4,True,786486,10553,0.6606128215789795
1,4:4:4,False,786486,4826,1.1435558795928955
1,4:4:4,False,786486,4430,1.1497578620910645
1,4:4:4,False,786486,3868,1.1262710094451904
1,4:4:4,False,786486,4328,1.1341102123260498
1,4:4:4,False,786486,4686,1.141402006149292
1,4:4:4,False,786486,4686,1.1384239196777344
1,4:4:4,False,786486,3602,1.1141929626464844
1,4:4:4,False,786486,3507,1.118612289428711
1,4:4:4,False,786486,5653,1.1601459980010986
1,4:4:4,False,786486,5865,1.1661341190338135
1,4:4:4,False,786486,4774,1.1469902992248535
1,4:4:4,False,786486,5484,1.1581811904907227
1,4:4:4,False,786486,3943,1.1293461322784424
1,4:4:4,False,786486,3938,1.1336109638214111
1,4:4:4,False,786486,4215,1.1403629779815674
1,4:4:4,False,786486,4806,1.1471610069274902
1,4:4:4,False,786486,5411,1.1628408432006836
1,4:4:4,False,786486,4169,1.1381542682647705
1,4:4:4,False,786486,6146,1.1768040657043457
1,4:4:4,False,786486,6214,1.1833288669586182
1,4:2:0,True,786486,6031,0.3348119258880615
1,4:2:0,True,786486,5708,0.33272504806518555
1,4:2:0,True,786486,5237,0.3221609592437744
1,4:2:0,True,786486,5629,0.33053088188171387
1,4:2:0,True,786486,5853,0.3338339328765869
1,4:2:0,True,786486,5958,0.335521936416626
1,4:2:0,True,786486,4923,0.3182361125946045
1,4:2:0,True,786486,4903,0.3177192211151123
1,4:2:0,True,786486,6552,0.3442530632019043
1,4:2:0,True,786486,6964,0.34940481185913086
1,4:2:0,True,786486,6103,0.33530306816101074
1,4:2:0,True,786486,6384,0.342864990234375
1,4:2:0,True,786486,5244,0.32206106185913086
1,4:2:0,True,786486,5015,0.3194241523742676
1,4:2:0,True,786486,5374,0.32260775566101074
1,4:2:0,True,786486,5975,0.33188891410827637
1,4:2:0,True,786486,6636,0.3446238040924072
1,4:2:0,True,786486,5547,0.3260180950164795
1,4:2:0,True,786486,7303,0.35706090927124023
1,4:2:0,True,786486,7332,0.356464147567749
1,4:2:0,False,786486,3226,0.5899350643157959
1,4:2:0,False,786486,2837,0.5825178623199463
1,4:2:0,False,786486,2359,0.5701909065246582
1,4:2:0,False,786486,2693,0.5742499828338623
1,4:2:0,False,786486,3011,0.5818631649017334
1,4:2:0,False,786486,3119,0.5865118503570557
1,4:2:0,False,786486,2036,0.5654280185699463
1,4:2:0,False,786486,2009,0.5662209987640381
1,4:2:0,False,786486,3840,0.5985000133514404
1,4:2:0,False,786486,4269,0.6155991554260254
1,4:2:0,False,786486,3124,0.5894620418548584
1,4:2:0,False,786486,3619,0.5964548587799072
1,4:2:0,False,786486,2384,0.568669319152832
1,4:2:0,False,786486,2162,0.5758340358734131
1,4:2:0,False,786486,2550,0.5770630836486816
1,4:2:0,False,786486,3154,0.5873432159423828
1,4:2:0,False,786486,3861,0.6019420623779297
1,4:2:0,False,786486,2668,0.5851778984069824
1,4:2:0,False,786486,4499,0.6179838180541992
1,4:2:0,False,786486,4418,0.6179680824279785
1,4:1:1,True,786486,6031,0.3349177837371826
1,4:1:1,True,786486,5708,0.32798314094543457
1,4:1:1,True,786486,5237,0.31835103034973145
1,4:1:1,True,786486,5629,0.3248178958892822
1,4:1:1,True,786486,5853,0.33115601539611816
1,4:1:1,True,786486,5958,0.3342571258544922
1,4:1:1,True,786486,4923,0.3155210018157959
1,4:1:1,True,786486,4903,0.315871000289917
1,4:1:1,True,786486,6552,0.34286999702453613
1,4:1:1,True,786486,6964,0.35013508796691895
1,4:1:1,True,786486,6103,0.33553099632263184
1,4:1:1,True,786486,6384,0.34142184257507324
1,4:1:1,True,786486,5244,0.3181278705596924
1,4:1:1,True,786486,5015,0.3185849189758301
1,4:1:1,True,786486,5374,0.32326316833496094
1,4:1:1,True,786486,5975,0.3330521583557129
1,4:1:1,True,786486,6636,0.34551501274108887
1,4:1:1,True,786486,5547,0.3258223533630371
1,4:1:1,True,786486,7303,0.3557858467102051
1,4:1:1,True,786486,7332,0.3560512065887451
1,4:1:1,False,786486,3226,0.5862541198730469
1,4:1:1,False,786486,2837,0.5828530788421631
1,4:1:1,False,786486,2359,0.5707237720489502
1,4:1:1,False,786486,2693,0.5824658870697021
1,4:1:1,False,786486,3011,0.5857598781585693
1,4:1:1,False,786486,3119,0.5844578742980957
1,4:1:1,False,786486,2036,0.5670583248138428
1,4:1:1,False,786486,2009,0.5653009414672852
1,4:1:1,False,786486,3840,0.6012289524078369
1,4:1:1,False,786486,4269,0.6128249168395996
1,4:1:1,False,786486,3124,0.5893630981445312
1,4:1:1,False,786486,3619,0.5954318046569824
1,4:1:1,False,786486,2384,0.5726687908172607
1,4:1:1,False,786486,2162,0.5662841796875
1,4:1:1,False,786486,2550,0.5756330490112305
1,4:1:1,False,786486,3154,0.5874371528625488
1,4:1:1,False,786486,3861,0.6013491153717041
1,4:1:1,False,786486,2668,0.5762729644775391
1,4:1:1,False,786486,4499,0.6156139373779297
1,4:1:1,False,786486,4418,0.6127669811248779
1,4:2:2,True,786486,7029,0.4369478225708008
1,4:2:2,True,786486,6737,0.4342770576477051
1,4:2:2,True,786486,6221,0.42438483238220215
1,4:2:2,True,786486,6624,0.43322324752807617
1,4:2:2,True,786486,6890,0.4359149932861328
1,4:2:2,True,786486,6915,0.4350399971008301
1,4:2:2,True,786486,5939,0.4174320697784424
1,4:2:2,True,786486,5876,0.41832494735717773
1,4:2:2,True,786486,7656,0.4457259178161621
1,4:2:2,True,786486,7990,0.45072317123413086
1,4:2:2,True,786486,7134,0.43626976013183594
1,4:2:2,True,786486,7502,0.4447300434112549
1,4:2:2,True,786486,6249,0.42259883880615234
1,4:2:2,True,786486,6074,0.41858792304992676
1,4:2:2,True,786486,6417,0.42694807052612305
1,4:2:2,True,786486,7006,0.4333071708679199
1,4:2:2,True,786486,7623,0.44539690017700195
1,4:2:2,True,786486,6528,0.42471981048583984
1,4:2:2,True,786486,8285,0.4548170566558838
1,4:2:2,True,786486,8399,0.45453691482543945
1,4:2:2,False,786486,3733,0.7741258144378662
1,4:2:2,False,786486,3370,0.7655458450317383
1,4:2:2,False,786486,2829,0.7597548961639404
1,4:2:2,False,786486,3199,0.7656028270721436
1,4:2:2,False,786486,3572,0.7713658809661865
1,4:2:2,False,786486,3584,0.7711160182952881
1,4:2:2,False,786486,2551,0.7509169578552246
1,4:2:2,False,786486,2476,0.7508411407470703
1,4:2:2,False,786486,4490,0.7885589599609375
1,4:2:2,False,786486,4806,0.7963681221008301
1,4:2:2,False,786486,3675,0.7775990962982178
1,4:2:2,False,786486,4285,0.7826030254364014
1,4:2:2,False,786486,2897,0.7564001083374023
1,4:2:2,False,786486,2759,0.7554409503936768
1,4:2:2,False,786486,3104,0.7645359039306641
1,4:2:2,False,786486,3700,0.7752001285552979
1,4:2:2,False,786486,4335,0.7883720397949219
1,4:2:2,False,786486,3139,0.7654769420623779
1,4:2:2,False,786486,4995,0.8023102283477783
1,4:2:2,False,786486,5048,0.8045461177825928
11,4:4:4,True,786486,14399,0.7286319732666016
11,4:4:4,True,786486,14370,0.723578691482544
11,4:4:4,True,786486,13711,0.7160751819610596
11,4:4:4,True,786486,17860,0.7846658229827881
11,4:4:4,True,786486,16376,0.7598838806152344
11,4:4:4,True,786486,15432,0.7441549301147461
11,4:4:4,True,786486,9644,0.6478917598724365
11,4:4:4,True,786486,9395,0.6534168720245361
11,4:4:4,True,786486,17640,0.7796900272369385
11,4:4:4,True,786486,16194,0.7519760131835938
11,4:4:4,True,786486,16590,0.7624619007110596
11,4:4:4,True,786486,17908,0.7843432426452637
11,4:4:4,True,786486,12330,0.7026360034942627
11,4:4:4,True,786486,10511,0.6643228530883789
11,4:4:4,True,786486,11469,0.6791732311248779
11,4:4:4,True,786486,14239,0.7228929996490479
11,4:4:4,True,786486,16907,0.767493724822998
11,4:4:4,True,786486,13461,0.7122640609741211
11,4:4:4,True,786486,20731,0.828516960144043
11,4:4:4,True,786486,25501,0.9071199893951416
11,4:4:4,False,786486,10922,1.2670221328735352
11,4:4:4,False,786486,10667,1.2621428966522217
11,4:4:4,False,786486,9685,1.2477538585662842
11,4:4:4,False,786486,13705,1.3419320583343506
11,4:4:4,False,786486,12707,1.3119428157806396
11,4:4:4,False,786486,11973,1.290376901626587
11,4:4:4,False,786486,5448,1.162930965423584
11,4:4:4,False,786486,5023,1.14884614944458
11,4:4:4,False,786486,14762,1.3357877731323242
11,4:4:4,False,786486,13117,1.2997398376464844
11,4:4:4,False,786486,12972,1.3166131973266602
11,4:4:4,False,786486,14969,1.3857510089874268
11,4:4:4,False,786486,8473,1.2224147319793701
11,4:4:4,False,786486,6334,1.1775801181793213
11,4:4:4,False,786486,7718,1.2023799419403076
11,4:4:4,False,786486,10946,1.256976842880249
11,4:4:4,False,786486,13634,1.3226351737976074
11,4:4:4,False,786486,9680,1.2453892230987549
11,4:4:4,False,786486,17540,1.4049198627471924
11,4:4:4,False,786486,22056,1.5083808898925781
11,4:2:0,True,786486,11109,0.4178318977355957
11,4:2:0,True,786486,11158,0.41923999786376953
11,4:2:0,True,786486,10521,0.41196489334106445
11,4:2:0,True,786486,14467,0.47772908210754395
11,4:2:0,True,786486,13030,0.45244312286376953
11,4:2:0,True,786486,11713,0.4301578998565674
11,4:2:0,True,786486,6514,0.3434159755706787
11,4:2:0,True,786486,6373,0.34041500091552734
11,4:2:0,True,786486,13454,0.45475101470947266
11,4:2:0,True,786486,12857,0.44201111793518066
11,4:2:0,True,786486,13069,0.4567379951477051
11,4:2:0,True,786486,13378,0.45557713508605957
11,4:2:0,True,786486,9208,0.38912272453308105
11,4:2:0,True,786486,7337,0.3564639091491699
11,4:2:0,True,786486,7938,0.3647270202636719
11,4:2:0,True,786486,10839,0.41285204887390137
11,4:2:0,True,786486,13466,0.4551401138305664
11,4:2:0,True,786486,10363,0.4082810878753662
11,4:2:0,True,786486,17091,0.5161910057067871
11,4:2:0,True,786486,20718,0.5763490200042725
11,4:2:0,False,786486,9014,0.698573112487793
11,4:2:0,False,786486,8849,0.696080207824707
11,4:2:0,False,786486,7942,0.6868772506713867
11,4:2:0,False,786486,11759,0.778433084487915
11,4:2:0,False,786486,10783,0.7410659790039062
11,4:2:0,False,786486,9626,0.7121999263763428
11,4:2:0,False,786486,3794,0.5980510711669922
11,4:2:0,False,786486,3500,0.5967121124267578
11,4:2:0,False,786486,11714,0.7465438842773438
11,4:2:0,False,786486,11196,0.7345550060272217
11,4:2:0,False,786486,10707,0.7361757755279541
11,4:2:0,False,786486,11537,0.7489159107208252
11,4:2:0,False,786486,6805,0.6591517925262451
11,4:2:0,False,786486,4582,0.6218831539154053
11,4:2:0,False,786486,5548,0.6308760643005371
11,4:2:0,False,786486,8882,0.6929399967193604
11,4:2:0,False,786486,11610,0.7494230270385742
11,4:2:0,False,786486,8069,0.6855020523071289
11,4:2:0,False,786486,15233,0.8257501125335693
11,4:2:0,False,786486,18388,0.9080758094787598
11,4:1:1,True,786486,11109,0.4155879020690918
11,4:1:1,True,786486,11158,0.4192676544189453
11,4:1:1,True,786486,10521,0.4088099002838135
11,4:1:1,True,786486,14467,0.47566986083984375
11,4:1:1,True,786486,13030,0.44997596740722656
11,4:1:1,True,786486,11713,0.42658519744873047
11,4:1:1,True,786486,6514,0.3425421714782715
11,4:1:1,True,786486,6373,0.34064316749572754
11,4:1:1,True,786486,13454,0.45449185371398926
11,4:1:1,True,786486,12857,0.4404029846191406
11,4:1:1,True,786486,13069,0.4487621784210205
11,4:1:1,True,786486,13378,0.4542970657348633
11,4:1:1,True,786486,9208,0.38673996925354004
11,4:1:1,True,786486,7337,0.355349063873291
11,4:1:1,True,786486,7938,0.3658781051635742
11,4:1:1,True,786486,10839,0.4115781784057617
11,4:1:1,True,786486,13466,0.45477890968322754
11,4:1:1,True,786486,10363,0.4051036834716797
11,4:1:1,True,786486,17091,0.5129480361938477
11,4:1:1,True,786486,20718,0.5735740661621094
11,4:1:1,False,786486,9014,0.6971073150634766
11,4:1:1,False,786486,8849,0.6955835819244385
11,4:1:1,False,786486,7942,0.6848230361938477
11,4:1:1,False,786486,11759,0.769798994064331
11,4:1:1,False,786486,10783,0.7362689971923828
11,4:1:1,False,786486,9626,0.7057709693908691
11,4:1:1,False,786486,3794,0.5973737239837646
11,4:1:1,False,786486,3500,0.5926179885864258
11,4:1:1,False,786486,11714,0.7459578514099121
11,4:1:1,False,786486,11196,0.72928786277771
11,4:1:1,False,786486,10707,0.7373909950256348
11,4:1:1,False,786486,11537,0.743243932723999
11,4:1:1,False,786486,6805,0.6558351516723633
11,4:1:1,False,786486,4582,0.6155478954315186
11,4:1:1,False,786486,5548,0.6289150714874268
11,4:1:1,False,786486,8882,0.6899242401123047
11,4:1:1,False,786486,11610,0.7510030269622803
11,4:1:1,False,786486,8069,0.7444119453430176
11,4:1:1,False,786486,15233,0.9327611923217773
11,4:1:1,False,786486,18388,0.9497840404510498
11,4:2:2,True,786486,12161,0.5229699611663818
11,4:2:2,True,786486,12229,0.5245847702026367
11,4:2:2,True,786486,11537,0.5107159614562988
11,4:2:2,True,786486,15505,0.573314905166626
11,4:2:2,True,786486,14124,0.5523221492767334
11,4:2:2,True,786486,12896,0.5284700393676758
11,4:2:2,True,786486,7550,0.44502878189086914
11,4:2:2,True,786486,7306,0.43978071212768555
11,4:2:2,True,786486,14929,0.5636410713195801
11,4:2:2,True,786486,13976,0.5455758571624756
11,4:2:2,True,786486,14256,0.5514638423919678
11,4:2:2,True,786486,14994,0.5631871223449707
11,4:2:2,True,786486,10214,0.4884989261627197
11,4:2:2,True,786486,8362,0.45422887802124023
11,4:2:2,True,786486,9178,0.47002291679382324
11,4:2:2,True,786486,12017,0.513085126876831
11,4:2:2,True,786486,14578,0.5566527843475342
11,4:2:2,True,786486,11347,0.505842924118042
11,4:2:2,True,786486,18271,0.6187121868133545
11,4:2:2,True,786486,22274,0.6830589771270752
11,4:2:2,False,786486,9637,0.8836102485656738
11,4:2:2,False,786486,9484,0.8840432167053223
11,4:2:2,False,786486,8478,0.8710651397705078
11,4:2:2,False,786486,12311,0.955129861831665
11,4:2:2,False,786486,11432,0.9281558990478516
11,4:2:2,False,786486,10408,0.9018890857696533
11,4:2:2,False,786486,4343,0.7848079204559326
11,4:2:2,False,786486,3938,0.781423807144165
11,4:2:2,False,786486,12866,0.9462928771972656
11,4:2:2,False,786486,11883,0.9193310737609863
11,4:2:2,False,786486,11505,0.9278390407562256
11,4:2:2,False,786486,12855,0.9472231864929199
11,4:2:2,False,786486,7341,0.839270830154419
11,4:2:2,False,786486,5133,0.801530122756958
11,4:2:2,False,786486,6368,0.8177969455718994
11,4:2:2,False,786486,9621,0.8809409141540527
11,4:2:2,False,786486,12269,0.93967604637146
11,4:2:2,False,786486,8565,0.8681111335754395
11,4:2:2,False,786486,16031,1.0145528316497803
11,4:2:2,False,786486,19677,1.1074671745300293
21,4:4:4,True,786486,20490,0.8221778869628906
21,4:4:4,True,786486,19738,0.8068239688873291
21,4:4:4,True,786486,21089,0.8354110717773438
21,4:4:4,True,786486,28138,0.9502980709075928
21,4:4:4,True,786486,24320,0.8899290561676025
21,4:4:4,True,786486,22374,0.8512132167816162
21,4:4:4,True,786486,11615,0.6782078742980957
21,4:4:4,True,786486,12662,0.6962621212005615
21,4:4:4,True,786486,25296,0.8961958885192871
21,4:4:4,True,786486,21919,0.8351972103118896
21,4:4:4,True,786486,25160,0.8986170291900635
21,4:4:4,True,786486,25992,0.9071619510650635
21,4:4:4,True,786486,17842,0.7803061008453369
21,4:4:4,True,786486,14134,0.7224326133728027
21,4:4:4,True,786486,14695,0.7253477573394775
21,4:4:4,True,786486,19621,0.803333044052124
21,4:4:4,True,786486,24152,0.8747220039367676
21,4:4:4,True,786486,18782,0.7923362255096436
21,4:4:4,True,786486,30381,0.9756050109863281
21,4:4:4,True,786486,41022,1.1576337814331055
21,4:4:4,False,786486,17557,1.3875367641448975
21,4:4:4,False,786486,16595,1.370347023010254
21,4:4:4,False,786486,17319,1.4030792713165283
21,4:4:4,False,786486,24578,1.5568232536315918
21,4:4:4,False,786486,21309,1.4706120491027832
21,4:4:4,False,786486,19609,1.4253709316253662
21,4:4:4,False,786486,7885,1.1994340419769287
21,4:4:4,False,786486,8432,1.2240099906921387
21,4:4:4,False,786486,23400,1.4889583587646484
21,4:4:4,False,786486,19477,1.420644998550415
21,4:4:4,False,786486,22168,1.4947521686553955
21,4:4:4,False,786486,24132,1.5053610801696777
21,4:4:4,False,786486,14279,1.33024001121521
21,4:4:4,False,786486,10462,1.249480962753296
21,4:4:4,False,786486,11573,1.2630980014801025
21,4:4:4,False,786486,16970,1.3684470653533936
21,4:4:4,False,786486,21624,1.4615440368652344
21,4:4:4,False,786486,15436,1.353027105331421
21,4:4:4,False,786486,28040,1.5931053161621094
21,4:4:4,False,786486,38555,1.8265841007232666
21,4:2:0,True,786486,16531,0.503108024597168
21,4:2:0,True,786486,16152,0.4933018684387207
21,4:2:0,True,786486,17514,0.523629903793335
21,4:2:0,True,786486,23366,0.6173319816589355
21,4:2:0,True,786486,20326,0.5647931098937988
21,4:2:0,True,786486,17543,0.5159091949462891
21,4:2:0,True,786486,8277,0.37163472175598145
21,4:2:0,True,786486,9545,0.3924870491027832
21,4:2:0,True,786486,19430,0.5451920032501221
21,4:2:0,True,786486,18120,0.52077317237854
21,4:2:0,True,786486,20560,0.5708327293395996
21,4:2:0,True,786486,19594,0.5493593215942383
21,4:2:0,True,786486,14452,0.4738800525665283
21,4:2:0,True,786486,10704,0.41434693336486816
21,4:2:0,True,786486,10655,0.40946412086486816
21,4:2:0,True,786486,15706,0.4873530864715576
21,4:2:0,True,786486,19963,0.5552687644958496
21,4:2:0,True,786486,15551,0.4898412227630615
21,4:2:0,True,786486,25407,0.6429131031036377
21,4:2:0,True,786486,33262,0.7717540264129639
21,4:2:0,False,786486,14819,0.8129231929779053
21,4:2:0,False,786486,14282,0.8009531497955322
21,4:2:0,False,786486,15079,0.8363142013549805
21,4:2:0,False,786486,21137,0.963709831237793
21,4:2:0,False,786486,18597,0.8984761238098145
21,4:2:0,False,786486,15976,0.8326370716094971
21,4:2:0,False,786486,5964,0.6388022899627686
21,4:2:0,False,786486,6837,0.6684961318969727
21,4:2:0,False,786486,18371,0.867161750793457
21,4:2:0,False,786486,16906,0.8369269371032715
21,4:2:0,False,786486,18683,0.9008538722991943
21,4:2:0,False,786486,18473,0.8732888698577881
21,4:2:0,False,786486,12257,0.7686676979064941
21,4:2:0,False,786486,8349,0.6933629512786865
21,4:2:0,False,786486,8798,0.6876208782196045
21,4:2:0,False,786486,14180,0.7935371398925781
21,4:2:0,False,786486,18670,0.8815512657165527
21,4:2:0,False,786486,13611,0.7910473346710205
21,4:2:0,False,786486,24150,0.9954819679260254
21,4:2:0,False,786486,31554,1.1617457866668701
21,4:1:1,True,786486,16531,0.5011508464813232
21,4:1:1,True,786486,16152,0.4995839595794678
21,4:1:1,True,786486,17514,0.5260500907897949
21,4:1:1,True,786486,23366,0.6196029186248779
21,4:1:1,True,786486,20326,0.5660586357116699
21,4:1:1,True,786486,17543,0.5181498527526855
21,4:1:1,True,786486,8277,0.37273335456848145
21,4:1:1,True,786486,9545,0.39424896240234375
21,4:1:1,True,786486,19430,0.544684648513794
21,4:1:1,True,786486,18120,0.5195968151092529
21,4:1:1,True,786486,20560,0.5703060626983643
21,4:1:1,True,786486,19594,0.5505630970001221
21,4:1:1,True,786486,14452,0.4742929935455322
21,4:1:1,True,786486,10704,0.413128137588501
21,4:1:1,True,786486,10655,0.40845274925231934
21,4:1:1,True,786486,15706,0.486159086227417
21,4:1:1,True,786486,19963,0.5560081005096436
21,4:1:1,True,786486,15551,0.4887969493865967
21,4:1:1,True,786486,25407,0.641185998916626
21,4:1:1,True,786486,33262,0.7723410129547119
21,4:1:1,False,786486,14819,0.8125052452087402
21,4:1:1,False,786486,14282,0.8034732341766357
21,4:1:1,False,786486,15079,0.8360733985900879
21,4:1:1,False,786486,21137,0.9616677761077881
